Payment_Type,Amount,Vendor_Type,PAN_Available,TDS_Section,TDS_Rate,TDS_Amount
Contractor,45201,Individual,No,194C,20,9040.2
Salary,240407,Employee,Yes,192,10,24040.7
Salary,394929,Employee,Yes,192,10,39492.9
Rent,469751,Individual,Yes,194I,10,46975.1
Professional,364015,Individual,Yes,194J,10,36401.5
Salary,326248,Employee,Yes,192,30,97874.4
Contractor,416397,Company,Yes,194C,1,4163.97
Rent,348582,Individual,Yes,194I,10,34858.2
Salary,493143,Employee,Yes,192,5,24657.15
Interest,413650,Individual,Yes,194A,10,41365.0
Salary,400163,Employee,Yes,192,5,20008.15
Salary,372155,Employee,No,192,20,74431.0
Rent,51352,Company,Yes,194I,10,5135.2
Rent,225093,Company,No,194I,20,45018.6
Salary,262365,Employee,Yes,192,5,13118.25
Professional,71339,Individual,No,194J,20,14267.8
Contractor,410142,Company,Yes,194C,2,8202.84
Contractor,168252,Company,Yes,194C,1,1682.52
Contractor,109385,Individual,Yes,194C,1,1093.85
Interest,34731,Individual,No,194A,20,6946.2
Rent,452593,Company,No,194I,20,90518.6
Professional,243187,Company,Yes,194J,10,24318.7
Rent,365417,Company,No,194I,20,73083.4
Rent,376865,Individual,No,194I,20,75373.0
Rent,346043,Individual,No,194I,20,69208.6
Contractor,110891,Individual,Yes,194C,2,2217.82
Contractor,147016,Individual,Yes,194C,1,1470.16
Rent,114899,Individual,Yes,194I,10,11489.9
Interest,186872,Company,Yes,194A,10,18687.2
Professional,338714,Individual,Yes,194J,10,33871.4
Salary,402728,Employee,Yes,192,5,20136.4
Salary,382587,Employee,Yes,192,20,76517.4
Interest,411111,Individual,No,194A,20,82222.2
Rent,301527,Company,Yes,194I,10,30152.7
Contractor,494577,Company,Yes,194C,2,9891.54
Contractor,376346,Individual,Yes,194C,1,3763.46
Salary,365947,Employee,No,192,20,73189.4
Contractor,451105,Individual,No,194C,20,90221.0
Contractor,225709,Company,Yes,194C,2,4514.18
Rent,374246,Company,No,194I,20,74849.2
Salary,95929,Employee,No,192,20,19185.8
Interest,222563,Company,Yes,194A,10,22256.3
Professional,296250,Individual,No,194J,20,59250.0
Rent,43462,Individual,Yes,194I,10,4346.2
Contractor,65844,Company,Yes,194C,2,1316.88
Salary,98406,Employee,No,192,20,19681.2
Contractor,235305,Individual,No,194C,20,47061.0
Interest,169350,Individual,Yes,194A,10,16935.0
Rent,322797,Company,No,194I,20,64559.4
Contractor,476854,Individual,No,194C,20,95370.8
Professional,161916,Individual,Yes,194J,10,16191.6
Professional,245583,Company,No,194J,20,49116.6
Rent,272190,Company,No,194I,20,54438.0
Professional,70058,Individual,Yes,194J,10,7005.8
Professional,391449,Company,No,194J,20,78289.8
Contractor,316012,Company,No,194C,20,63202.4
Rent,355850,Individual,No,194I,20,71170.0
Interest,352881,Individual,Yes,194A,10,35288.1
Salary,216420,Employee,Yes,192,20,43284.0
Interest,23636,Individual,Yes,194A,10,2363.6
Interest,73879,Company,Yes,194A,10,7387.9
Rent,466536,Company,Yes,194I,10,46653.6
Professional,66931,Individual,No,194J,20,13386.2
Interest,461418,Company,No,194A,20,92283.6
Professional,300393,Company,Yes,194J,10,30039.3
Professional,301162,Individual,Yes,194J,10,30116.2
Contractor,80427,Company,No,194C,20,16085.4
Rent,357517,Company,No,194I,20,71503.4
Salary,373241,Employee,Yes,192,10,37324.1
Interest,462588,Individual,Yes,194A,10,46258.8
Professional,395650,Individual,No,194J,20,79130.0
Rent,109743,Individual,Yes,194I,10,10974.3
Contractor,447531,Company,Yes,194C,2,8950.62
Contractor,330256,Individual,Yes,194C,1,3302.56
Contractor,295724,Individual,Yes,194C,1,2957.24
Professional,442517,Individual,No,194J,20,88503.4
Rent,410810,Company,No,194I,20,82162.0
Rent,184176,Individual,Yes,194I,10,18417.6
Contractor,163788,Individual,Yes,194C,2,3275.76
Salary,320499,Employee,No,192,20,64099.8
Interest,48378,Company,Yes,194A,10,4837.8
Salary,199581,Employee,Yes,192,30,59874.3
Professional,402903,Company,No,194J,20,80580.6
Professional,465013,Company,Yes,194J,10,46501.3
Rent,412221,Company,Yes,194I,10,41222.1
Contractor,320376,Individual,No,194C,20,64075.2
Contractor,101130,Company,No,194C,20,20226.0
Professional,166107,Company,No,194J,20,33221.4
Salary,67152,Employee,No,192,20,13430.4
Interest,364626,Company,Yes,194A,10,36462.6
Rent,311825,Company,Yes,194I,10,31182.5
Contractor,281471,Individual,No,194C,20,56294.2
Rent,483111,Individual,Yes,194I,10,48311.1
Salary,251629,Employee,Yes,192,30,75488.7
Interest,237552,Individual,Yes,194A,10,23755.2
Salary,391996,Employee,No,192,20,78399.2
Professional,245967,Company,Yes,194J,10,24596.7
Contractor,88110,Individual,Yes,194C,2,1762.2
Professional,343438,Company,No,194J,20,68687.6
Contractor,435850,Company,Yes,194C,1,4358.5
Professional,402569,Individual,No,194J,20,80513.8
Rent,46306,Individual,No,194I,20,9261.2
Contractor,343235,Company,Yes,194C,2,6864.7
Rent,364898,Company,Yes,194I,10,36489.8
Interest,451482,Individual,No,194A,20,90296.4
Rent,89941,Company,Yes,194I,10,8994.1
Salary,53628,Employee,No,192,20,10725.6
Contractor,103611,Company,No,194C,20,20722.2
Rent,489337,Company,No,194I,20,97867.4
Contractor,47346,Company,No,194C,20,9469.2
Salary,252249,Employee,No,192,20,50449.8
Contractor,115313,Company,Yes,194C,2,2306.26
Salary,322634,Employee,Yes,192,5,16131.7
Contractor,304238,Individual,No,194C,20,60847.6
Contractor,413991,Individual,Yes,194C,1,4139.91
Salary,367655,Employee,Yes,192,20,73531.0
Salary,314489,Employee,No,192,20,62897.8
Contractor,293926,Individual,Yes,194C,2,5878.52
Interest,451896,Individual,No,194A,20,90379.2
Contractor,448018,Individual,No,194C,20,89603.6
Rent,342871,Individual,No,194I,20,68574.2
Contractor,451964,Company,No,194C,20,90392.8
Interest,195574,Individual,No,194A,20,39114.8
Rent,414846,Company,No,194I,20,82969.2
Contractor,431154,Company,Yes,194C,2,8623.08
Contractor,75047,Individual,Yes,194C,1,750.47
Rent,198636,Individual,Yes,194I,10,19863.6
Salary,495076,Employee,No,192,20,99015.2
Rent,300727,Individual,No,194I,20,60145.4
Interest,267793,Company,No,194A,20,53558.6
Interest,58739,Company,No,194A,20,11747.8
Rent,103310,Individual,Yes,194I,10,10331.0
Professional,32130,Individual,Yes,194J,10,3213.0
Contractor,126512,Individual,No,194C,20,25302.4
Professional,284899,Company,Yes,194J,10,28489.9
Interest,280488,Company,No,194A,20,56097.6
Salary,142487,Employee,No,192,20,28497.4
Professional,43643,Company,No,194J,20,8728.6
Salary,116548,Employee,Yes,192,10,11654.8
Contractor,127792,Company,No,194C,20,25558.4
Salary,254639,Employee,Yes,192,20,50927.8
Professional,179975,Company,Yes,194J,10,17997.5
Interest,213160,Company,No,194A,20,42632.0
Salary,327152,Employee,No,192,20,65430.4
Contractor,41103,Company,Yes,194C,1,411.03
Contractor,202881,Individual,Yes,194C,2,4057.62
Salary,39462,Employee,Yes,192,10,3946.2
Contractor,356323,Company,No,194C,20,71264.6
Professional,383622,Company,No,194J,20,76724.4
Contractor,227321,Company,No,194C,20,45464.2
Salary,149029,Employee,No,192,20,29805.8
Salary,191642,Employee,Yes,192,5,9582.1
Interest,48062,Individual,Yes,194A,10,4806.2
Salary,26661,Employee,No,192,20,5332.2
Interest,86989,Individual,No,194A,20,17397.8
Contractor,56283,Individual,No,194C,20,11256.6
Salary,467046,Employee,Yes,192,5,23352.3
Professional,104234,Company,No,194J,20,20846.8
Rent,192630,Individual,No,194I,20,38526.0
Interest,96752,Company,Yes,194A,10,9675.2
Contractor,103713,Individual,Yes,194C,1,1037.13
Interest,418024,Individual,Yes,194A,10,41802.4
Rent,444733,Company,No,194I,20,88946.6
Professional,331496,Company,Yes,194J,10,33149.6
Professional,95314,Individual,No,194J,20,19062.8
Salary,280002,Employee,No,192,20,56000.4
Salary,311604,Employee,No,192,20,62320.8
Rent,339238,Company,Yes,194I,10,33923.8
Interest,382920,Individual,Yes,194A,10,38292.0
Interest,169572,Company,Yes,194A,10,16957.2
Interest,438094,Individual,Yes,194A,10,43809.4
Contractor,81674,Individual,No,194C,20,16334.8
Rent,324775,Individual,Yes,194I,10,32477.5
Salary,295803,Employee,Yes,192,20,59160.6
Salary,21489,Employee,Yes,192,5,1074.45
Rent,392262,Individual,Yes,194I,10,39226.2
Professional,304248,Company,No,194J,20,60849.6
Salary,262572,Employee,Yes,192,30,78771.6
Contractor,359856,Company,Yes,194C,2,7197.12
Interest,233215,Company,No,194A,20,46643.0
Contractor,149305,Individual,Yes,194C,2,2986.1
Salary,43742,Employee,No,192,20,8748.4
Interest,64604,Company,Yes,194A,10,6460.4
Salary,255196,Employee,No,192,20,51039.2
Interest,59694,Individual,No,194A,20,11938.8
Salary,322554,Employee,Yes,192,20,64510.8
Contractor,232516,Individual,No,194C,20,46503.2
Professional,482548,Individual,Yes,194J,10,48254.8
Rent,213880,Company,No,194I,20,42776.0
Rent,488573,Company,No,194I,20,97714.6
Interest,350561,Company,No,194A,20,70112.2
Rent,87715,Individual,Yes,194I,10,8771.5
Salary,195263,Employee,Yes,192,30,58578.9
Salary,153076,Employee,Yes,192,30,45922.8
Rent,204372,Company,Yes,194I,10,20437.2
Rent,459482,Company,No,194I,20,91896.4
Contractor,175226,Company,No,194C,20,35045.2
Contractor,462831,Company,No,194C,20,92566.2
Contractor,349680,Company,No,194C,20,69936.0
Salary,97823,Employee,No,192,20,19564.6
Salary,215798,Employee,Yes,192,20,43159.6
Interest,285984,Company,Yes,194A,10,28598.4
Salary,303295,Employee,No,192,20,60659.0
Rent,50951,Individual,Yes,194I,10,5095.1
Rent,89721,Company,Yes,194I,10,8972.1
Professional,21306,Individual,No,194J,20,4261.2
Professional,350935,Company,No,194J,20,70187.0
Professional,171607,Company,No,194J,20,34321.4
Salary,294499,Employee,Yes,192,30,88349.7
Contractor,77462,Company,No,194C,20,15492.4
Professional,164509,Company,Yes,194J,10,16450.9
Rent,365540,Company,Yes,194I,10,36554.0
Rent,310968,Company,No,194I,20,62193.6
Contractor,168815,Company,Yes,194C,2,3376.3
Contractor,68256,Company,No,194C,20,13651.2
Professional,295094,Individual,No,194J,20,59018.8
Salary,337465,Employee,No,192,20,67493.0
Salary,60702,Employee,No,192,20,12140.4
Salary,465776,Employee,No,192,20,93155.2
Professional,271895,Company,No,194J,20,54379.0
Professional,35311,Individual,No,194J,20,7062.2
Professional,327096,Individual,No,194J,20,65419.2
Rent,66361,Individual,No,194I,20,13272.2
Interest,181940,Company,No,194A,20,36388.0
Salary,205127,Employee,No,192,20,41025.4
Contractor,125528,Company,Yes,194C,2,2510.56
Salary,395600,Employee,No,192,20,79120.0
Salary,249245,Employee,No,192,20,49849.0
Interest,135226,Individual,No,194A,20,27045.2
Contractor,39275,Individual,Yes,194C,1,392.75
Rent,224813,Company,Yes,194I,10,22481.3
Rent,246512,Company,No,194I,20,49302.4
Interest,68307,Company,Yes,194A,10,6830.7
Professional,89945,Company,Yes,194J,10,8994.5
Professional,362000,Company,No,194J,20,72400.0
Interest,450420,Individual,No,194A,20,90084.0
Interest,405234,Company,No,194A,20,81046.8
Contractor,23174,Company,No,194C,20,4634.8
Contractor,393413,Individual,No,194C,20,78682.6
Rent,120922,Individual,No,194I,20,24184.4
Professional,443309,Company,No,194J,20,88661.8
Salary,304489,Employee,No,192,20,60897.8
Professional,351185,Company,No,194J,20,70237.0
Interest,386113,Individual,No,194A,20,77222.6
Contractor,403155,Company,Yes,194C,1,4031.55
Rent,223216,Individual,No,194I,20,44643.2
Salary,191935,Employee,Yes,192,10,19193.5
Professional,489151,Individual,Yes,194J,10,48915.1
Professional,480936,Individual,No,194J,20,96187.2
Professional,306650,Individual,No,194J,20,61330.0
Salary,199048,Employee,Yes,192,10,19904.8
Interest,44996,Individual,No,194A,20,8999.2
Contractor,77293,Individual,Yes,194C,1,772.93
Professional,181739,Individual,Yes,194J,10,18173.9
Interest,69451,Individual,No,194A,20,13890.2
Interest,342217,Individual,No,194A,20,68443.4
Rent,137049,Company,Yes,194I,10,13704.9
Interest,346680,Individual,No,194A,20,69336.0
Professional,371299,Individual,No,194J,20,74259.8
Rent,356787,Company,Yes,194I,10,35678.7
Interest,267974,Individual,No,194A,20,53594.8
Professional,154578,Company,Yes,194J,10,15457.8
Professional,166704,Company,No,194J,20,33340.8
Salary,376532,Employee,No,192,20,75306.4
Salary,97298,Employee,No,192,20,19459.6
Interest,234185,Company,No,194A,20,46837.0
Interest,381657,Individual,Yes,194A,10,38165.7
Salary,208251,Employee,Yes,192,10,20825.1
Interest,217391,Individual,Yes,194A,10,21739.1
Professional,354210,Company,Yes,194J,10,35421.0
Salary,107088,Employee,No,192,20,21417.6
Professional,121389,Individual,No,194J,20,24277.8
Professional,47591,Individual,Yes,194J,10,4759.1
Contractor,163414,Company,No,194C,20,32682.8
Contractor,351047,Individual,No,194C,20,70209.4
Interest,439795,Company,Yes,194A,10,43979.5
Interest,113321,Individual,No,194A,20,22664.2
Interest,302330,Company,No,194A,20,60466.0
Contractor,92134,Company,Yes,194C,1,921.34
Interest,330411,Company,Yes,194A,10,33041.1
Salary,335761,Employee,No,192,20,67152.2
Contractor,154932,Individual,No,194C,20,30986.4
Salary,37388,Employee,Yes,192,10,3738.8
Interest,82939,Individual,No,194A,20,16587.8
Salary,238075,Employee,No,192,20,47615.0
Interest,134509,Company,No,194A,20,26901.8
Interest,412510,Company,Yes,194A,10,41251.0
Professional,412243,Individual,No,194J,20,82448.6
Interest,365208,Individual,Yes,194A,10,36520.8
Interest,417258,Individual,Yes,194A,10,41725.8
Salary,356171,Employee,No,192,20,71234.2
Contractor,239116,Company,No,194C,20,47823.2
Rent,465914,Company,No,194I,20,93182.8
Salary,189336,Employee,No,192,20,37867.2
Rent,156186,Individual,Yes,194I,10,15618.6
Contractor,46212,Individual,Yes,194C,1,462.12
Contractor,293139,Company,No,194C,20,58627.8
Salary,269298,Employee,Yes,192,5,13464.9
Interest,399788,Individual,No,194A,20,79957.6
Salary,469863,Employee,Yes,192,30,140958.9
Interest,365024,Company,Yes,194A,10,36502.4
Interest,373372,Company,Yes,194A,10,37337.2
Rent,451044,Company,Yes,194I,10,45104.4
Professional,92641,Company,No,194J,20,18528.2
Salary,340738,Employee,No,192,20,68147.6
Contractor,441240,Company,Yes,194C,2,8824.8
Interest,329119,Company,No,194A,20,65823.8
Salary,485062,Employee,No,192,20,97012.4
Professional,242144,Company,Yes,194J,10,24214.4
Professional,446889,Individual,No,194J,20,89377.8
Professional,46493,Company,Yes,194J,10,4649.3
Contractor,273954,Company,No,194C,20,54790.8
Contractor,151001,Individual,Yes,194C,1,1510.01
Interest,315096,Individual,Yes,194A,10,31509.6
Interest,164690,Company,No,194A,20,32938.0
Professional,275318,Company,No,194J,20,55063.6
Professional,280665,Company,No,194J,20,56133.0
Interest,276926,Company,Yes,194A,10,27692.6
Contractor,85792,Individual,No,194C,20,17158.4
Rent,491522,Individual,Yes,194I,10,49152.2
Interest,423637,Company,Yes,194A,10,42363.7
Interest,301569,Company,No,194A,20,60313.8
Rent,469461,Company,No,194I,20,93892.2
Rent,476247,Individual,Yes,194I,10,47624.7
Salary,272884,Employee,Yes,192,5,13644.2
Professional,401821,Company,No,194J,20,80364.2
Contractor,295610,Company,Yes,194C,1,2956.1
Rent,117024,Company,No,194I,20,23404.8
Interest,94981,Company,Yes,194A,10,9498.1
Salary,296715,Employee,Yes,192,20,59343.0
Contractor,482085,Company,Yes,194C,1,4820.85
Interest,415022,Individual,No,194A,20,83004.4
Professional,122745,Company,Yes,194J,10,12274.5
Interest,104274,Company,Yes,194A,10,10427.4
Professional,444315,Company,No,194J,20,88863.0
Salary,75921,Employee,Yes,192,5,3796.05
Rent,326931,Company,No,194I,20,65386.2
Contractor,108878,Company,No,194C,20,21775.6
Contractor,471736,Company,Yes,194C,1,4717.36
Contractor,336062,Company,Yes,194C,2,6721.24
Rent,226121,Company,Yes,194I,10,22612.1
Rent,115685,Company,No,194I,20,23137.0
Professional,358610,Company,Yes,194J,10,35861.0
Interest,300935,Company,Yes,194A,10,30093.5
Interest,421698,Company,Yes,194A,10,42169.8
Rent,490123,Company,No,194I,20,98024.6
Contractor,248290,Individual,No,194C,20,49658.0
Interest,135554,Company,Yes,194A,10,13555.4
Salary,404275,Employee,No,192,20,80855.0
Salary,328635,Employee,No,192,20,65727.0
Salary,433467,Employee,No,192,20,86693.4
Interest,470815,Individual,No,194A,20,94163.0
Salary,117190,Employee,No,192,20,23438.0
Rent,346712,Individual,Yes,194I,10,34671.2
Salary,213141,Employee,No,192,20,42628.2
Contractor,280120,Company,No,194C,20,56024.0
Salary,222061,Employee,Yes,192,20,44412.2
Salary,309290,Employee,Yes,192,30,92787.0
Salary,110544,Employee,Yes,192,5,5527.2
Professional,430455,Company,No,194J,20,86091.0
Professional,90529,Individual,Yes,194J,10,9052.9
Professional,448501,Company,No,194J,20,89700.2
Professional,79599,Company,Yes,194J,10,7959.9
Professional,76654,Company,Yes,194J,10,7665.4
Professional,350640,Company,Yes,194J,10,35064.0
Contractor,45859,Individual,Yes,194C,2,917.18
Contractor,74632,Individual,No,194C,20,14926.4
Professional,493289,Individual,Yes,194J,10,49328.9
Salary,113322,Employee,Yes,192,30,33996.6
Rent,105188,Individual,No,194I,20,21037.6
Salary,28302,Employee,No,192,20,5660.4
Contractor,31307,Company,No,194C,20,6261.4
Salary,81472,Employee,No,192,20,16294.4
Professional,241377,Company,No,194J,20,48275.4
Salary,147586,Employee,Yes,192,30,44275.8
Contractor,379296,Individual,No,194C,20,75859.2
Salary,62747,Employee,No,192,20,12549.4
Rent,185747,Company,No,194I,20,37149.4
Rent,85953,Individual,Yes,194I,10,8595.3
Professional,34850,Company,No,194J,20,6970.0
Rent,57681,Company,Yes,194I,10,5768.1
Interest,376615,Company,No,194A,20,75323.0
Contractor,262209,Individual,Yes,194C,1,2622.09
Rent,461913,Company,No,194I,20,92382.6
Rent,458119,Company,Yes,194I,10,45811.9
Rent,377320,Company,No,194I,20,75464.0
Salary,282700,Employee,No,192,20,56540.0
Salary,320685,Employee,Yes,192,20,64137.0
Contractor,333155,Individual,Yes,194C,1,3331.55
Professional,172331,Company,No,194J,20,34466.2
Contractor,161848,Company,No,194C,20,32369.6
Salary,256483,Employee,No,192,20,51296.6
Contractor,435791,Individual,No,194C,20,87158.2
Professional,409619,Individual,No,194J,20,81923.8
Contractor,329156,Company,No,194C,20,65831.2
Contractor,302050,Company,Yes,194C,2,6041.0
Interest,49522,Company,No,194A,20,9904.4
Salary,339643,Employee,Yes,192,30,101892.9
Salary,50489,Employee,No,192,20,10097.8
Interest,94695,Individual,No,194A,20,18939.0
Contractor,429339,Company,Yes,194C,1,4293.39
Rent,109038,Individual,Yes,194I,10,10903.8
Interest,173246,Individual,Yes,194A,10,17324.6
Professional,470366,Individual,No,194J,20,94073.2
Rent,331798,Individual,No,194I,20,66359.6
Salary,221113,Employee,No,192,20,44222.6
Salary,448832,Employee,No,192,20,89766.4
Contractor,154780,Individual,No,194C,20,30956.0
Rent,249154,Company,Yes,194I,10,24915.4
Rent,418558,Individual,Yes,194I,10,41855.8
Contractor,377880,Individual,No,194C,20,75576.0
Professional,147754,Individual,Yes,194J,10,14775.4
Professional,209755,Individual,Yes,194J,10,20975.5
Salary,331835,Employee,No,192,20,66367.0
Rent,96781,Company,Yes,194I,10,9678.1
Salary,259377,Employee,Yes,192,20,51875.4
Interest,112661,Individual,Yes,194A,10,11266.1
Contractor,476475,Company,Yes,194C,2,9529.5
Interest,162358,Company,Yes,194A,10,16235.8
Professional,492321,Company,Yes,194J,10,49232.1
Contractor,434078,Company,Yes,194C,1,4340.78
Salary,111738,Employee,Yes,192,10,11173.8
Contractor,342861,Company,Yes,194C,2,6857.22
Contractor,486547,Individual,Yes,194C,1,4865.47
Professional,101391,Individual,Yes,194J,10,10139.1
Professional,59491,Individual,Yes,194J,10,5949.1
Contractor,177482,Individual,No,194C,20,35496.4
Rent,112514,Individual,No,194I,20,22502.8
